;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;nan;nan;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
Landshut, Landkreis;117820,0;93191,0;740,0;92451,0;0,0;10673,0;2906,0;5489,0;35470,0;8456,0;11724,0;0,0;0,0;14073,0;0,0;2068,0;0,0;1592,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;461,0;92730,0;0,0;10843,0;4080,0;6056,0;36566,0;9514,0;14002,0;269,0;217,0;6835,0;890,0;1054,0;408,0;1387,0;0,0;0,0;13,0;17,0;0,0;0,0;0,0;0,0;0,0;108,0;107,0;9,0;101,0;0,0;0,0;0,0;0,0;0,0;106,0;148,0
Passau, Landkreis;150221,0;111032,0;1074,0;109958,0;0,0;19422,0;4890,0;5142,0;53739,0;6494,0;16821,0;0,0;0,0;287,0;0,0;2972,0;0,0;191,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;669,0;110363,0;0,0;16599,0;5533,0;5725,0;45834,0;9427,0;18998,0;240,0;395,0;3046,0;927,0;1380,0;398,0;1218,0;0,0;0,0;12,0;12,0;0,0;0,0;0,0;0,0;0,0;96,0;88,0;12,0;131,0;0,0;0,0;0,0;0,0;0,0;151,0;141,0
Regen, Landkreis;62255,0;45459,0;709,0;44750,0;0,0;7884,0;1678,0;1278,0;20746,0;2327,0;7570,0;0,0;0,0;1311,0;0,0;558,0;0,0;1398,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;676,0;44783,0;0,0;6906,0;2016,0;1761,0;18144,0;3106,0;9261,0;91,0;157,0;1528,0;346,0;413,0;145,0;722,0;0,0;0,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;24,0;22,0;1,0;47,0;0,0;0,0;0,0;0,0;0,0;44,0;46,0
Rottal-Inn, Landkreis;92055,0;68069,0;667,0;67402,0;0,0;9508,0;2785,0;3776,0;31908,0;4617,0;9010,0;0,0;0,0;2490,0;0,0;1655,0;0,0;1653,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;455,0;67614,0;0,0;8461,0;3025,0;3747,0;29737,0;6241,0;10332,0;158,0;170,0;2140,0;569,0;1330,0;276,0;1032,0;0,0;0,0;5,0;7,0;0,0;0,0;0,0;0,0;0,0;66,0;61,0;7,0;84,0;0,0;0,0;0,0;0,0;0,0;77,0;89,0
Straubing-Bogen, Landkreis;77354,0;60643,0;447,0;60196,0;0,0;9226,0;1803,0;1867,0;30159,0;2275,0;8243,0;0,0;0,0;3922,0;0,0;1765,0;0,0;936,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;367,0;60276,0;0,0;7226,0;2157,0;2602,0;26608,0;5005,0;10327,0;112,0;328,0;3294,0;401,0;967,0;175,0;766,0;0,0;0,0;3,0;5,0;0,0;0,0;0,0;0,0;0,0;36,0;52,0;10,0;73,0;0,0;0,0;0,0;0,0;0,0;60,0;69,0
Dingolfing-Landau, Landkreis;71290,0;52031,0;540,0;51491,0;0,0;7787,0;1936,0;2086,0;21968,0;3782,0;9068,0;0,0;0,0;2421,0;0,0;1420,0;0,0;1023,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;320,0;51711,0;0,0;6895,0;2320,0;2466,0;21219,0;4650,0;9463,0;113,0;178,0;2156,0;425,0;635,0;172,0;734,0;0,0;0,0;6,0;10,0;0,0;0,0;0,0;0,0;0,0;35,0;36,0;3,0;75,0;0,0;0,0;0,0;0,0;0,0;69,0;51,0
Amberg, kreisfreie Stadt;32744,0;23154,0;243,0;22911,0;0,0;4044,0;1513,0;1688,0;8858,0;1463,0;3153,0;0,0;0,0;1052,0;0,0;508,0;0,0;254,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;378,0;0,0;210,0;22944,0;0,0;4035,0;1755,0;1814,0;8255,0;1997,0;3418,0;71,0;87,0;571,0;221,0;236,0;147,0;183,0;0,0;0,0;8,0;3,0;0,0;0,0;0,0;0,0;0,0;14,0;33,0;4,0;23,0;0,0;0,0;0,0;0,0;0,0;27,0;42,0
Regensburg, kreisfreie Stadt;105833,0;80854,0;741,0;80113,0;0,0;14786,0;6818,0;10547,0;27967,0;5565,0;7923,0;961,0;0,0;2747,0;0,0;2611,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;188,0;0,0;0,0;0,0;0,0;0,0;0,0;425,0;80429,0;0,0;11951,0;7598,0;11709,0;26698,0;8094,0;8686,0;419,0;88,0;1623,0;699,0;927,0;843,0;342,0;0,0;0,0;22,0;14,0;0,0;0,0;0,0;0,0;0,0;141,0;188,0;28,0;105,0;0,0;0,0;0,0;0,0;0,0;82,0;172,0
Weiden i.d.OPf., kreisfreie Stadt;32995,0;23269,0;567,0;22702,0;0,0;5719,0;1523,0;1244,0;9125,0;1286,0;0,0;0,0;0,0;938,0;0,0;355,0;0,0;595,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1917,0;223,0;23046,0;0,0;4657,0;1544,0;1488,0;8596,0;1897,0;3354,0;76,0;67,0;547,0;191,0;153,0;130,0;181,0;0,0;0,0;7,0;4,0;0,0;0,0;0,0;0,0;0,0;27,0;21,0;5,0;18,0;0,0;0,0;0,0;0,0;0,0;48,0;35,0
Amberg-Sulzbach, Landkreis;82116,0;64974,0;630,0;64344,0;0,0;11012,0;2650,0;4994,0;27868,0;3516,0;7382,0;0,0;0,0;4395,0;0,0;1239,0;0,0;833,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;455,0;0,0;495,0;64479,0;0,0;11739,0;3367,0;3952,0;26463,0;4552,0;8398,0;182,0;254,0;2856,0;616,0;707,0;347,0;637,0;0,0;0,0;20,0;9,0;0,0;0,0;0,0;0,0;0,0;67,0;69,0;8,0;86,0;0,0;0,0;0,0;0,0;0,0;77,0;73,0
Cham, Landkreis;101946,0;75426,0;1502,0;73924,0;0,0;11596,0;3411,0;2391,0;40760,0;3415,0;0,0;0,0;0,0;9098,0;0,0;1667,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1586,0;538,0;74888,0;0,0;10069,0;3046,0;3253,0;31945,0;5229,0;13487,0;193,0;260,0;4887,0;523,0;574,0;263,0;789,0;0,0;0,0;9,0;9,0;0,0;0,0;0,0;0,0;0,0;39,0;60,0;9,0;90,0;0,0;0,0;0,0;0,0;0,0;78,0;76,0
Neumarkt i.d.OPf., Landkreis;101016,0;81379,0;784,0;80595,0;0,0;10524,0;3298,0;4930,0;43349,0;3409,0;8255,0;0,0;0,0;4737,0;0,0;1104,0;0,0;748,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;241,0;0,0;597,0;80782,0;0,0;10306,0;3826,0;6231,0;37002,0;6305,0;9734,0;222,0;325,0;3676,0;699,0;804,0;434,0;630,0;0,0;0,0;20,0;6,0;0,0;0,0;0,0;0,0;0,0;106,0;82,0;9,0;133,0;0,0;0,0;0,0;0,0;0,0;118,0;114,0
Neustadt a.d.Waldnaab, Landkreis;75953,0;60240,0;1011,0;59229,0;0,0;14176,0;2237,0;1761,0;26263,0;2244,0;0,0;0,0;0,0;3662,0;0,0;820,0;0,0;1359,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6707,0;536,0;59704,0;0,0;11706,0;2657,0;2771,0;25448,0;3670,0;8324,0;184,0;255,0;2473,0;420,0;527,0;246,0;647,0;0,0;0,0;8,0;8,0;0,0;0,0;0,0;0,0;0,0;54,0;44,0;5,0;86,0;0,0;0,0;0,0;0,0;0,0;79,0;92,0
Regensburg, Landkreis;147083,0;117926,0;1150,0;116776,0;0,0;18076,0;4943,0;7796,0;50891,0;6689,0;15352,0;695,0;0,0;10175,0;0,0;1988,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;171,0;0,0;0,0;0,0;0,0;0,0;0,0;694,0;117232,0;0,0;16631,0;5661,0;8623,0;48022,0;9625,0;16939,0;358,0;334,0;6751,0;1005,0;1022,0;515,0;1034,0;0,0;0,0;9,0;17,0;0,0;0,0;0,0;0,0;0,0;91,0;98,0;14,0;163,0;0,0;0,0;0,0;0,0;0,0;152,0;168,0
Schwandorf, Landkreis;114472,0;87123,0;1961,0;85162,0;0,0;26865,0;4518,0;3781,0;36332,0;3977,0;0,0;0,0;0,0;6398,0;0,0;1957,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1334,0;730,0;86393,0;0,0;16053,0;4293,0;4049,0;34882,0;5379,0;14519,0;251,0;386,0;3391,0;757,0;814,0;331,0;803,0;0,0;0,0;22,0;6,0;0,0;0,0;0,0;0,0;0,0;65,0;81,0;7,0;72,0;0,0;0,0;0,0;0,0;0,0;117,0;115,0
Tirschenreuth, Landkreis;59467,0;47005,0;745,0;46260,0;0,0;8719,0;1917,0;1548,0;23897,0;1739,0;0,0;0,0;0,0;2695,0;0,0;438,0;0,0;1149,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4158,0;413,0;46592,0;0,0;8268,0;2003,0;2167,0;21647,0;2912,0;5733,0;92,0;172,0;2041,0;355,0;280,0;204,0;465,0;0,0;0,0;7,0;2,0;0,0;0,0;0,0;0,0;0,0;32,0;32,0;7,0;39,0;0,0;0,0;0,0;0,0;0,0;69,0;65,0
Bamberg, kreisfreie Stadt;55773,0;42397,0;341,0;42056,0;0,0;9914,0;3163,0;5481,0;14326,0;2717,0;4525,0;0,0;0,0;671,0;0,0;846,0;0,0;249,0;0,0;0,0;164,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;225,0;42172,0;0,0;6969,0;3802,0;6107,0;13174,0;4533,0;4823,0;161,0;106,0;486,0;357,0;350,0;615,0;181,0;0,0;0,0;51,0;7,0;0,0;0,0;0,0;0,0;0,0;89,0;123,0;6,0;81,0;0,0;0,0;0,0;0,0;0,0;44,0;107,0
Bayreuth, kreisfreie Stadt;57170,0;41873,0;394,0;41479,0;0,0;9615,0;2360,0;3805,0;16566,0;3900,0;3529,0;0,0;0,0;819,0;0,0;0,0;885,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;244,0;41629,0;0,0;7687,0;3039,0;4637,0;14969,0;4924,0;4012,0;149,0;75,0;529,0;301,0;191,0;602,0;75,0;0,0;0,0;8,0;4,0;0,0;0,0;0,0;0,0;0,0;58,0;93,0;8,0;64,0;0,0;0,0;0,0;0,0;0,0;68,0;136,0
Coburg, kreisfreie Stadt;31781,0;23523,0;240,0;23283,0;0,0;5965,0;1909,0;2253,0;9158,0;1269,0;2276,0;0,0;79,0;0,0;0,0;345,0;0,0;0,0;0,0;0,0;29,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;158,0;23365,0;0,0;4942,0;1902,0;2471,0;7754,0;2460,0;2495,0;104,0;85,0;259,0;233,0;159,0;243,0;44,0;0,0;0,0;12,0;4,0;0,0;0,0;0,0;0,0;0,0;38,0;57,0;5,0;35,0;0,0;0,0;0,0;0,0;0,0;21,0;42,0
Hof, kreisfreie Stadt;33437,0;23628,0;272,0;23356,0;0,0;4665,0;1320,0;1518,0;10606,0;1086,0;2966,0;341,0;0,0;431,0;0,0;0,0;330,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;282,0;23346,0;0,0;4662,0;1648,0;1628,0;8500,0;2169,0;3248,0;149,0;87,0;377,0;221,0;65,0;305,0;62,0;0,0;0,0;3,0;5,0;0,0;0,0;0,0;0,0;0,0;42,0;40,0;5,0;49,0;0,0;0,0;0,0;0,0;0,0;30,0;51,0
Bamberg, Landkreis;116290,0;94533,0;844,0;93689,0;0,0;17097,0;3748,0;4753,0;45666,0;5141,0;12927,0;0,0;0,0;2722,0;0,0;1217,0;0,0;314,0;0,0;0,0;104,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;594,0;93939,0;0,0;14148,0;4637,0;5862,0;40071,0;8055,0;14551,0;304,0;619,0;2308,0;816,0;669,0;637,0;529,0;0,0;0,0;59,0;12,0;0,0;0,0;0,0;0,0;0,0;112,0;99,0;15,0;147,0;0,0;0,0;0,0;0,0;0,0;164,0;125,0
Bayreuth, Landkreis;84462,0;67379,0;531,0;66848,0;0,0;14293,0;2414,0;3934,0;33215,0;3620,0;6322,0;0,0;0,0;2420,0;0,0;0,0;630,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;359,0;67020,0;0,0;12827,0;3104,0;4054,0;30147,0;5119,0;7293,0;173,0;242,0;2092,0;550,0;262,0;479,0;209,0;0,0;0,0;5,0;7,0;0,0;0,0;0,0;0,0;0,0;66,0;48,0;5,0;83,0;0,0;0,0;0,0;0,0;0,0;93,0;162,0
Coburg, Landkreis;70038,0;55037,0;535,0;54502,0;0,0;14371,0;2685,0;3167,0;24123,0;2902,0;5964,0;0,0;243,0;0,0;0,0;972,0;0,0;0,0;0,0;0,0;75,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;421,0;54616,0;0,0;12142,0;2971,0;3752,0;21356,0;4605,0;6549,0;155,0;241,0;1220,0;496,0;323,0;366,0;107,0;0,0;0,0;47,0;4,0;0,0;0,0;0,0;0,0;0,0;47,0;59,0;2,0;60,0;0,0;0,0;0,0;0,0;0,0;67,0;47,0
Forchheim, Landkreis;90139,0;73626,0;471,0;73155,0;0,0;12235,0;3200,0;6422,0;34150,0;5093,0;7671,0;0,0;0,0;3301,0;0,0;594,0;147,0;258,0;0,0;0,0;84,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;341,0;73285,0;0,0;11265,0;4071,0;6441,0;31084,0;6433,0;8645,0;226,0;238,0;2502,0;691,0;399,0;479,0;262,0;0,0;0,0;31,0;12,0;0,0;0,0;0,0;0,0;0,0;74,0;73,0;6,0;162,0;0,0;0,0;0,0;0,0;0,0;99,0;92,0
Hof, Landkreis;77737,0;60916,0;484,0;60432,0;0,0;13283,0;2367,0;2718,0;30442,0;2200,0;6637,0;403,0;11,0;1606,0;0,0;17,0;536,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;207,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;419,0;60497,0;0,0;13223,0;3090,0;3086,0;24945,0;4595,0;7495,0;205,0;264,0;1699,0;601,0;193,0;574,0;125,0;0,0;0,0;11,0;8,0;0,0;0,0;0,0;0,0;0,0;74,0;62,0;7,0;75,0;0,0;0,0;0,0;0,0;0,0;81,0;84,0
Kronach, Landkreis;55446,0;42805,0;633,0;42172,0;0,0;11219,0;1638,0;1662,0;21044,0;1638,0;4369,0;0,0;250,0;0,0;0,0;325,0;0,0;0,0;0,0;0,0;27,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;413,0;42392,0;0,0;9927,0;1950,0;1870,0;18519,0;2830,0;4984,0;122,0;225,0;940,0;383,0;147,0;208,0;85,0;0,0;0,0;11,0;5,0;0,0;0,0;0,0;0,0;0,0;21,0;38,0;5,0;34,0;0,0;0,0;0,0;0,0;0,0;49,0;39,0
Kulmbach, Landkreis;59443,0;46237,0;383,0;45854,0;0,0;8535,0;1797,0;2116,0;25127,0;1439,0;4524,0;0,0;0,0;1807,0;0,0;509,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;302,0;45935,0;0,0;9316,0;2311,0;2874,0;19438,0;3508,0;5248,0;124,0;190,0;1398,0;437,0;264,0;358,0;89,0;0,0;0,0;15,0;1,0;0,0;0,0;0,0;0,0;0,0;48,0;67,0;4,0;119,0;0,0;0,0;0,0;0,0;0,0;53,0;73,0
Lichtenfels, Landkreis;54067,0;41471,0;571,0;40900,0;0,0;6065,0;1355,0;1499,0;24395,0;1203,0;4447,0;0,0;0,0;1096,0;0,0;840,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;589,0;40882,0;0,0;7190,0;1840,0;2264,0;18430,0;2908,0;5383,0;137,0;224,0;1111,0;371,0;276,0;333,0;138,0;0,0;0,0;16,0;4,0;0,0;0,0;0,0;0,0;0,0;45,0;40,0;4,0;53,0;0,0;0,0;0,0;0,0;0,0;55,0;60,0
Wunsiedel i.Fichtelgebirge, Landkreis;58767,0;44209,0;403,0;43806,0;0,0;12301,0;1946,0;1747,0;18887,0;1498,0;5444,0;213,0;0,0;1325,0;0,0;0,0;387,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;58,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;454,0;43755,0;0,0;10432,0;2519,0;2337,0;16108,0;3198,0;6042,0;150,0;223,0;1255,0;485,0;131,0;393,0;156,0;0,0;0,0;21,0;5,0;0,0;0,0;0,0;0,0;0,0;69,0;47,0;4,0;50,0;0,0;0,0;0,0;0,0;0,0;66,0;64,0
Ansbach, kreisfreie Stadt;31067,0;22222,0;246,0;21976,0;0,0;4551,0;2339,0;1927,0;7345,0;1109,0;2710,0;0,0;0,0;1290,0;0,0;663,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,0;0,0;0,0;0,0;0,0;0,0;0,0;174,0;22048,0;0,0;4101,0;2218,0;2239,0;7153,0;1750,0;2918,0;92,0;72,0;549,0;205,0;292,0;230,0;45,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;25,0;37,0;5,0;43,0;0,0;0,0;0,0;0,0;0,0;42,0;28,0
Erlangen, kreisfreie Stadt;77280,0;62152,0;371,0;61781,0;0,0;14080,0;4595,0;8587,0;22844,0;3989,0;4297,0;767,0;0,0;1019,0;0,0;1603,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;255,0;61897,0;0,0;10997,0;5779,0;10056,0;19604,0;6569,0;4982,0;377,0;90,0;779,0;469,0;736,0;676,0;100,0;0,0;0,0;48,0;6,0;0,0;0,0;0,0;0,0;0,0;123,0;184,0;9,0;102,0;0,0;0,0;0,0;0,0;0,0;68,0;143,0
Fürth, kreisfreie Stadt;86606,0;63791,0;618,0;63173,0;0,0;18091,0;6135,0;6357,0;20063,0;3675,0;6815,0;0,0;0,0;1728,0;0,0;0,0;0,0;309,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;503,0;63288,0;0,0;13219,0;6807,0;7521,0;18146,0;5778,0;7501,0;368,0;150,0;922,0;732,0;322,0;880,0;225,0;0,0;0,0;21,0;7,0;0,0;0,0;0,0;0,0;0,0;126,0;173,0;27,0;112,0;0,0;0,0;0,0;0,0;0,0;105,0;146,0
Nürnberg, kreisfreie Stadt;343832,0;255126,0;2516,0;252610,0;0,0;66010,0;23804,0;26378,0;82928,0;16559,0;28206,0;0,0;0,0;6019,0;0,0;2342,0;0,0;0,0;0,0;0,0;364,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1873,0;253253,0;0,0;49473,0;26940,0;31503,0;73217,0;24322,0;30453,0;1373,0;753,0;3568,0;2952,0;1971,0;3144,0;508,0;0,0;0,0;185,0;30,0;0,0;0,0;0,0;0,0;0,0;565,0;678,0;160,0;493,0;0,0;0,0;0,0;0,0;0,0;428,0;537,0
Schwabach, kreisfreie Stadt;30191,0;23164,0;176,0;22988,0;0,0;5679,0;1479,0;2248,0;8923,0;1452,0;2462,0;0,0;0,0;745,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;136,0;23028,0;0,0;4450,0;1662,0;2572,0;7771,0;2289,0;2729,0;100,0;71,0;448,0;272,0;171,0;185,0;96,0;0,0;0,0;5,0;5,0;0,0;0,0;0,0;0,0;0,0;47,0;33,0;3,0;42,0;0,0;0,0;0,0;0,0;0,0;34,0;43,0
Ansbach, Landkreis;140308,0;109193,0;1037,0;108156,0;0,0;20020,0;6296,0;8834,0;46010,0;4744,0;11444,0;0,0;0,0;7993,0;0,0;2640,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;175,0;0,0;0,0;0,0;0,0;0,0;0,0;684,0;108509,0;0,0;17794,0;7079,0;9245,0;44368,0;8361,0;12724,0;473,0;532,0;4079,0;967,0;1194,0;675,0;297,0;0,0;0,0;16,0;11,0;0,0;0,0;0,0;0,0;0,0;104,0;104,0;15,0;173,0;0,0;0,0;0,0;0,0;0,0;177,0;121,0
Erlangen-Höchstadt, Landkreis;103450,0;85896,0;517,0;85379,0;0,0;16885,0;4038,0;7592,0;39923,0;4724,0;7373,0;587,0;0,0;3210,0;0,0;1047,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;421,0;85475,0;0,0;14581,0;5336,0;9806,0;32810,0;8404,0;8971,0;301,0;271,0;2456,0;698,0;530,0;578,0;180,0;0,0;0,0;20,0;11,0;0,0;0,0;0,0;0,0;0,0;89,0;118,0;7,0;114,0;0,0;0,0;0,0;0,0;0,0;74,0;120,0
Fürth, Landkreis;91482,0;74520,0;593,0;73927,0;0,0;16801,0;4184,0;6473,0;30104,0;4148,0;8234,0;0,0;0,0;3729,0;0,0;0,0;0,0;254,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;473,0;74047,0;0,0;13928,0;5016,0;7690,0;26574,0;6878,0;8991,0;274,0;227,0;1968,0;820,0;357,0;508,0;212,0;0,0;0,0;14,0;6,0;0,0;0,0;0,0;0,0;0,0;73,0;127,0;7,0;116,0;0,0;0,0;0,0;0,0;0,0;132,0;129,0
