ID;voting_percentage;sex_ratio;entropy;afd_votes
0;0,7088510092004849;1,0079280242294673;3,4237660958141336;0,07253249390739236
1;0,7405876312918476;1,0532288390821811;3,4187497687229986;0,06560591262263299
2;0,7138588733628122;1,0813788065210705;3,4061797979134822;0,08752933759855516
3;0,6678757163205141;1,0188807491881278;3,4235758177129205;0,10128883428198891
4;0,7280023892186508;1,0267354453878694;3,3952162498762486;0,08188768579966624
5;0,7738439876832381;1,0379663459064479;3,4194040199480242;0,09867014095734422
6;0,7533188950947984;1,0415692739217086;3,400146950669065;0,05494622890107542
7;0,7592477472855772;1,074062199422892;3,352664606932631;0,0809029837584775
8;0,7869561025099252;1,037757134660882;3,4217697414554284;0,08243951813180765
9;0,8024307706972975;1,05940435610607;3,3744759599655083;0,07267445342917041
10;0,7878787878787878;1,0308068459657702;3,407315927147798;0,07028833463556527
11;0,7717565639089199;1,0205108631236377;3,408155568647434;0,06228977767505974
12;0,7708483929339173;1,0223780407722503;3,4231864153805813;0,08616115412768664
13;0,7541640492642719;1,0234605464345838;3,4066450056001765;0,0778078355240126
14;0,8093787481557747;1,0477732114400737;3,409419398245897;0,08744248073888732
15;0,7595892819683864;1,043480232838555;3,4399880742944626;0,07576965794686225
16;0,7691690836852547;1,0173582463803283;3,4127338752324365;0,08069773077093721
17;0,717097954206747;1,012135594528371;3,4318717968398973;0,16155133661709148
18;0,7385243530694435;1,006857825181934;3,422027359396523;0,11226989198235204
19;0,7725467074473965;0,9992411801347755;3,4388661038953443;0,10890446209122348
20;0,7398328639871266;1,0161836713560852;3,357655108696581;0,10744868620468138
21;0,7449937591577577;1,0165882534844168;3,402456045517862;0,09703821685371535
22;0,7543445157122421;1,0261142594578037;3,3806813118088326;0,09091021266881782
23;0,7753540363044615;1,019399877159079;3,4305669050872334;0,09803156052038337
24;0,7982806485236901;1,0202323853272985;3,3998095919216396;0,09867486677003662
25;0,7686642587964305;1,0374633646413327;3,413158153520741;0,07673714304796007
26;0,7728764484468159;1,0421141987836775;3,4307869635264936;0,09093663204682582
27;0,7669826131092199;1,012393859616597;3,4164101809050496;0,08268144285093437
28;0,7459151166375501;1,0666249304396216;3,3885358278851534;0,10182034902559829
29;0,7767976954325415;1,0499676692902853;3,408195786273572;0,08962452180224775
30;0,7461755269175545;1,0182177537165937;3,3768374335319566;0,09347476541313686
31;0,7331756157323307;1,013134546178212;3,418178505468515;0,09277632218778804
32;0,7671412063043688;1,0425542929619755;3,393224198610874;0,09769042649632112
33;0,7530924467481747;1,0318838605691196;3,4182787280673486;0,11333864740794806
34;0,7564470999892627;1,0444320563246514;3,390105281827147;0,08634132985109207
35;0,8129203690959961;1,0293922933965047;3,418228082133189;0,09606773564180517
36;0,7414575683394533;1,0355716267922466;3,3562478824129203;0,07627942503992778
37;0,790143241392456;1,0504771555515964;3,4392529650767902;0,09108587324951722
38;0,7839017312229324;1,037120480635125;3,405717298819377;0,09055252630230208
39;0,7695999007698092;0,989649768577572;3,430552465599389;0,07698121246550885
40;0,7519414795730586;1,0024341290515437;3,4221496552241883;0,09132222996429738
41;0,7708385059556778;1,0083471634374601;3,4352245060486246;0,09201380227820737
42;0,760027084080137;1,0468573454150696;3,3811707683159744;0,08938793483047115
43;0,7771437748575856;1,0376677216600543;3,426339135935414;0,09166441833656275
44;0,7028845816830815;1,0243520476078616;3,43632887755263;0,12912469388270342
45;0,7145615362538158;1,0058270374537857;3,4329162178263006;0,05026646612073608
46;0,7791432910764653;1,086880855108061;3,430268566503561;0,0648241054765106
47;0,7589243642862946;1,0687147131357895;3,4210386920413214;0,031281008540056936
48;0,7046034778978468;1,0320745646832603;3,380142010451096;0,10287034363268842
49;0,7758870793510355;1,0500279118641842;3,419055223225331;0,07554488487029098
50;0,7524704008772044;1,0328132367439666;3,4138496331825814;0,044840874419096836
51;0,7278474114441417;0,9746633347216438;3,474917574249037;0,08912812349308344
52;0,7746468795770972;0,9656710675035471;3,4516430361744734;0,060821523859511
53;0,7600088803374528;1,0486934141430915;3,383122871410323;0,07774886942818919
54;0,7717666426587098;0,9977569984561159;3,4409590380467217;0,05008084047256456
55;0,7434360140583006;1,003919681731232;3,4332677251832506;0,08808422147127631
56;0,7881811586280921;1,0176344550121006;3,425545356491861;0,08392576921366446
57;0,7698791249482148;1,0146621131221973;3,4377190828999487;0,05908415241233073
